SiteID, Latitude, Longitude, Power Density [W/m2], SCORE-lite Capacity Factor [%], Wind Speed [m/s], State Code, Model Elevation [m]
3195,34.992,-103.992,679.897,39.782,8.751,NM,1368.5
3196,34.992,-103.325,677.706,42.554,9.041,NM,1351.3
3197,34.992,-103.308,675.733,42.204,9,NM,1339.2
3198,34.992,-103.292,694.676,42.624,9.047,NM,1317.7
3199,34.992,-101.475,315.248,24.46,7.157,TX,1035.5
3200,34.992,-101.208,420.681,29.544,7.586,TX,887.6
3201,35.008,-118.792,540.638,8.457,4.101,CA,434.2
3202,35.008,-118.775,645.845,9.482,4.391,CA,549.5
3203,35.008,-118.758,760.601,10.967,4.796,CA,665.7
3204,35.008,-118.742,877.669,12.441,5.188,CA,766.7
3205,35.008,-118.708,1080.512,15.962,5.933,CA,927.2
3206,35.008,-118.608,683.473,29.435,7.644,CA,1453.2
3207,35.008,-118.575,654.252,31.932,7.986,CA,1476.3
3208,35.008,-118.558,603.17,30.754,7.902,CA,1528.5
3209,35.008,-116.792,1320.631,33.536,8.433,CA,647.3
3210,35.008,-116.775,1122.904,30.934,7.787,CA,591.5
3211,35.008,-116.758,1264.79,30.241,7.956,CA,561.8
3212,35.008,-116.742,1044.352,28.545,7.409,CA,550.8
3213,35.008,-116.725,969.08,28.28,7.27,CA,547.9
3214,35.008,-116.708,860.044,27.591,7.017,CA,545.2
3215,35.008,-116.692,716.98,26.264,6.636,CA,542.6
3216,35.008,-116.675,684.014,26.162,6.59,CA,540.8
3217,35.008,-116.658,558.095,24.55,6.26,CA,542.4
3218,35.008,-116.642,557.088,25.012,6.355,CA,545.7
3219,35.008,-114.542,407.714,24.528,6.26,AZ,304.5
3220,35.008,-113.442,300.889,21.546,6.392,AZ,1245.6
3221,35.008,-113.358,356.286,25.127,6.8,AZ,1488.4
3222,35.008,-113.292,397.852,26.999,7.232,AZ,1653.1
3223,35.008,-113.242,357.676,25.047,6.995,AZ,1639.8
3224,35.008,-113.192,317.371,23.444,6.893,AZ,1744.7
3225,35.008,-113.108,312.106,22.596,6.688,AZ,1693.5
3226,35.008,-111.425,535.332,30.407,8.076,AZ,2181
3227,35.008,-111.408,565.42,31.667,8.231,AZ,2182.4
3228,35.008,-111.392,556.017,31.601,8.186,AZ,2181.2
3229,35.008,-111.375,569.96,32.272,8.247,AZ,2176.9
3230,35.008,-111.358,592.384,32.986,8.32,AZ,2168.3
3231,35.008,-111.342,604.647,33.26,8.321,AZ,2153.4
3232,35.008,-111.325,621.623,33.574,8.318,AZ,2129.7
3233,35.008,-111.308,618.065,33.217,8.195,AZ,2089.6
3234,35.008,-111.292,639.405,33.386,8.183,AZ,2036.9
3235,35.008,-111.275,607.606,31.977,7.957,AZ,1990.9
3236,35.008,-111.258,592.624,30.947,7.822,AZ,1956.9
3237,35.008,-111.242,563.727,29.676,7.67,AZ,1942.9
3238,35.008,-105.625,617.163,37.205,8.858,NM,2106.3
3239,35.008,-105.608,617.097,37.06,8.822,NM,2085.8
3240,35.008,-105.592,639.071,37.726,8.895,NM,2064.3
3241,35.008,-105.575,626.721,37.335,8.828,NM,2048.1
3242,35.008,-105.558,647.908,38.136,8.921,NM,2031.5
3243,35.008,-105.542,631.408,37.599,8.843,NM,2016.3
3244,35.008,-105.525,642.162,38.076,8.899,NM,2006.4
3245,35.008,-105.508,640.74,38.226,8.904,NM,2000.4
3246,35.008,-105.492,640.089,38.305,8.895,NM,1985.9
3247,35.008,-105.475,638.666,38.236,8.865,NM,1963.7
3248,35.008,-105.458,651.72,38.534,8.887,NM,1936.9
3249,35.008,-105.442,637.656,37.856,8.794,NM,1917.7
3250,35.008,-105.425,649.466,38.033,8.823,NM,1903.6
3251,35.008,-105.408,642.016,37.62,8.778,NM,1894.3
3252,35.008,-105.392,637.863,37.456,8.763,NM,1890.2
3253,35.008,-105.375,645.929,37.772,8.805,NM,1886
3254,35.008,-105.358,636.585,37.493,8.755,NM,1877.7
3255,35.008,-105.342,646.662,37.777,8.784,NM,1865.3
3256,35.008,-105.325,649.52,37.791,8.775,NM,1850.6
3257,35.008,-105.308,648.8,37.63,8.756,NM,1838.4
3258,35.008,-105.292,652.876,37.647,8.762,NM,1828.4
3259,35.008,-105.275,647.976,37.369,8.734,NM,1820.5
3260,35.008,-105.258,642.943,37.151,8.714,NM,1815.1
3261,35.008,-105.242,642.165,37.184,8.718,NM,1811
3262,35.008,-105.225,630.65,36.807,8.667,NM,1804.3
3263,35.008,-105.208,636.666,37.007,8.686,NM,1794.4
3264,35.008,-105.192,625.298,36.594,8.616,NM,1780.5
3265,35.008,-105.175,629.969,36.651,8.617,NM,1766.3
3266,35.008,-105.158,623.45,36.269,8.564,NM,1751.8
3267,35.008,-105.142,624.785,36.161,8.543,NM,1737.1
3268,35.008,-105.125,616.575,35.731,8.482,NM,1722.8
3269,35.008,-105.108,612.2,35.457,8.444,NM,1709
3270,35.008,-105.092,612.307,35.325,8.422,NM,1693.3
3271,35.008,-104.942,550.063,33.579,8.239,NM,1657.9
3272,35.008,-104.092,716.901,43.108,9.2,NM,1560.8
3273,35.008,-104.075,726.054,42.402,9.108,NM,1514.3
3274,35.008,-104.058,778.685,42.971,9.199,NM,1457.6
3275,35.008,-104.042,741.673,41.374,8.96,NM,1412.5
3276,35.008,-104.025,779.738,41.826,9.049,NM,1381.8
3277,35.008,-104.008,711.755,39.767,8.755,NM,1362.3
3278,35.008,-103.992,691.94,39.433,8.706,NM,1347.6
3279,35.008,-103.358,733.497,43.834,9.232,NM,1333
3280,35.008,-103.342,716.366,43.061,9.123,NM,1313
3281,35.008,-103.325,743.275,43.607,9.207,NM,1299.9
3282,35.008,-103.308,727.746,42.984,9.118,NM,1288.4
3283,35.008,-103.292,750.828,43.465,9.192,NM,1273.2
3284,35.008,-103.275,714.99,42.531,9.046,NM,1262
3285,35.008,-103.258,718.487,42.787,9.074,NM,1256.8
3286,35.008,-103.242,703.594,42.467,9.023,NM,1255.3
3287,35.008,-103.225,698.139,42.292,9,NM,1254.6
3288,35.008,-103.208,699.304,42.249,9.003,NM,1252.4
3289,35.008,-103.192,691.675,41.956,8.967,NM,1248.7
3290,35.008,-103.175,676.211,41.403,8.896,NM,1243.5
3291,35.008,-103.158,682.627,41.602,8.918,NM,1236
3292,35.008,-101.542,347.989,26.287,7.329,TX,1033.2
3293,35.008,-101.492,341.689,26.469,7.368,TX,1039.8
3294,35.025,-118.775,476.851,8.351,4.044,CA,433.9
3295,35.025,-118.758,568.929,9.417,4.327,CA,511.7
3296,35.025,-118.742,677.682,10.544,4.629,CA,591.2
3297,35.025,-118.725,822.194,11.685,4.996,CA,676.6
3298,35.025,-118.375,596.686,31.016,7.797,CA,1329.8
3299,35.025,-118.242,560.354,32.066,7.695,CA,906.7
3300,35.025,-116.842,730.791,33.168,7.7,CA,906.3
3301,35.025,-116.825,941.781,33.76,7.957,CA,810.6
3302,35.025,-116.808,915.603,31.15,7.466,CA,695.7
3303,35.025,-116.792,1216.356,30.837,7.929,CA,617.9
3304,35.025,-116.775,994.403,28.104,7.242,CA,570
3305,35.025,-116.758,1086.077,27.513,7.348,CA,546.8
3306,35.025,-116.742,880.788,26.017,6.849,CA,542.5
3307,35.025,-116.725,819.634,25.996,6.78,CA,543
3308,35.025,-116.708,739.284,25.601,6.628,CA,543.1
3309,35.025,-116.692,631.151,24.529,6.363,CA,543.1
3310,35.025,-116.675,619.303,24.783,6.417,CA,543.5
3311,35.025,-114.908,419.037,25.433,6.614,CA,734.5
3312,35.025,-114.892,419.554,25.469,6.579,CA,681
3313,35.025,-114.542,421.227,25.346,6.385,AZ,317.1
3314,35.025,-114.508,373.672,23.974,6.246,AZ,421.7
3315,35.025,-114.442,313.273,21.024,6.033,AZ,689.8
3316,35.025,-113.308,313.326,22.563,6.667,AZ,1585.8
3317,35.025,-113.258,345.704,24.12,6.894,AZ,1603.1
3318,35.025,-113.242,355.326,24.937,7.009,AZ,1626.5
3319,35.025,-113.208,325.159,23.794,6.905,AZ,1682.6
3320,35.025,-113.108,307.261,22.281,6.657,AZ,1682.6
3321,35.025,-111.392,563.384,31.801,8.173,AZ,2158.1
3322,35.025,-111.375,587.948,32.626,8.241,AZ,2148.1
3323,35.025,-111.358,605.914,33.106,8.264,AZ,2130.8
3324,35.025,-111.342,608.57,33.06,8.201,AZ,2104.8
3325,35.025,-111.325,612.504,32.944,8.125,AZ,2068.5
3326,35.025,-111.308,597.002,32.111,7.945,AZ,2020
3327,35.025,-111.292,612.246,32.014,7.93,AZ,1978.5
3328,35.025,-111.275,578.488,30.528,7.727,AZ,1946.8
3329,35.025,-111.258,562.8,29.619,7.621,AZ,1923.8
3330,35.025,-111.242,534.414,28.528,7.482,AZ,1909.7
3331,35.025,-105.708,513.655,34.44,8.505,NM,2154.4
3332,35.025,-105.625,623.247,37.422,8.876,NM,2103.2
3333,35.025,-105.608,628.304,37.347,8.852,NM,2082.1
3334,35.025,-105.592,655.784,38.083,8.931,NM,2057.6
3335,35.025,-105.575,640.789,37.489,8.831,NM,2031.4
3336,35.025,-105.558,654.861,37.947,8.876,NM,2006.8
3337,35.025,-105.542,627.274,37.056,8.744,NM,1986.7
3338,35.025,-105.525,626.454,37.134,8.753,NM,1976
3339,35.025,-105.508,616.136,37.005,8.729,NM,1971
3340,35.025,-105.492,610.689,37.009,8.713,NM,1961.4
3341,35.025,-105.458,624.245,37.487,8.748,NM,1928
3342,35.025,-105.425,632.151,37.455,8.753,NM,1904
3343,35.025,-105.408,631.096,37.329,8.741,NM,1897.3
3344,35.025,-105.392,633.142,37.36,8.753,NM,1893.3
3345,35.025,-105.375,645.436,37.816,8.811,NM,1890.6
3346,35.025,-105.358,640.034,37.636,8.779,NM,1885.5
3347,35.025,-105.342,653.527,38.068,8.826,NM,1876.5
3348,35.025,-105.325,657.293,38.151,8.821,NM,1861.1
3349,35.025,-105.308,656.033,38,8.799,NM,1847.1
3350,35.025,-105.292,659.437,37.962,8.802,NM,1835.4
3351,35.025,-105.275,653.583,37.662,8.767,NM,1826.1
3352,35.025,-105.258,646.795,37.407,8.737,NM,1818.6
3353,35.025,-105.242,644.325,37.37,8.732,NM,1812.7
3354,35.025,-105.225,631.929,36.97,8.675,NM,1805.8
3355,35.025,-105.208,638.537,37.152,8.697,NM,1797.2
3356,35.025,-105.192,629.874,36.789,8.642,NM,1786.4
3357,35.025,-105.175,636.589,36.898,8.65,NM,1772
3358,35.025,-105.158,630.858,36.524,8.596,NM,1756.3
3359,35.025,-105.142,632.223,36.365,8.57,NM,1740.6
3360,35.025,-105.125,624.74,35.943,8.513,NM,1728.5
3361,35.025,-105.108,620.94,35.664,8.474,NM,1714.3
3362,35.025,-105.092,620.821,35.498,8.445,NM,1696.8
3363,35.025,-105.075,609.098,34.93,8.356,NM,1676.2
3364,35.025,-105.058,617.61,35.043,8.362,NM,1655.6
3365,35.025,-104.975,563.022,33.561,8.227,NM,1659.9
3366,35.025,-104.942,558.456,33.987,8.291,NM,1669.2
3367,35.025,-104.092,704.279,41.305,8.936,NM,1472.3
3368,35.025,-104.075,690.415,40.152,8.793,NM,1444.2
3369,35.025,-104.058,718.255,40.352,8.834,NM,1405.6
3370,35.025,-104.025,708.199,39.22,8.666,NM,1354.6
3371,35.025,-103.358,691.65,41.91,8.984,NM,1296.3
3372,35.025,-103.325,683.559,41.397,8.917,NM,1273.4
3373,35.025,-103.292,679.041,41.084,8.871,NM,1253
3374,35.025,-101.175,399.234,28.916,7.583,TX,915
3375,35.042,-118.725,538.389,10.262,4.362,CA,573.7
3376,35.042,-118.708,660.671,11.659,4.705,CA,686
3377,35.042,-118.692,726.006,13.677,5.075,CA,821.4
3378,35.042,-118.308,633.2,35.915,8.184,CA,1064
3379,35.042,-118.292,651.474,36.045,8.224,CA,1025.9
3380,35.042,-118.275,670.477,36.007,8.24,CA,987.8
3381,35.042,-118.258,740.754,37.078,8.436,CA,948.5
3382,35.042,-118.242,712.652,35.9,8.262,CA,913
3383,35.042,-118.225,767.262,36.734,8.408,CA,882.9
3384,35.042,-118.208,713.589,35.222,8.154,CA,859.2
3385,35.042,-118.192,772.222,36.35,8.318,CA,842.5
3386,35.042,-118.175,706.909,34.775,8.056,CA,830.3
3387,35.042,-118.158,698.599,34.437,7.997,CA,818.7
3388,35.042,-118.142,641.202,32.847,7.734,CA,808.4
3389,35.042,-118.125,629.821,32.341,7.642,CA,799.9
3390,35.042,-116.925,563.044,32.668,7.691,CA,936.9
3391,35.042,-116.908,591.596,33.313,7.701,CA,918.3
3392,35.042,-116.892,705.735,35.619,7.993,CA,893.1
3393,35.042,-116.875,770.507,36.002,8.017,CA,863.4
3394,35.042,-116.858,956.257,37.086,8.358,CA,828.5
3395,35.042,-116.842,997.898,35.558,8.189,CA,776.2
3396,35.042,-116.825,1214.157,34.985,8.417,CA,710.1
3397,35.042,-116.808,1136.692,32.024,7.9,CA,635
3398,35.042,-116.792,1276.963,30.53,7.993,CA,581.6
3399,35.042,-116.775,1037.516,28.046,7.331,CA,549.7
3400,35.042,-116.758,977.478,26.817,7.123,CA,535.8
3401,35.042,-116.742,805.819,25.484,6.721,CA,535.2
3402,35.042,-116.725,665.731,24.447,6.434,CA,537.2
3403,35.042,-116.708,612.735,24.178,6.37,CA,540.2
3404,35.042,-114.875,402.246,24.895,6.494,CA,638.8
3405,35.042,-114.542,448.78,26.592,6.587,AZ,334.4
3406,35.042,-113.392,314.141,22.364,6.496,AZ,1362.2
3407,35.042,-113.375,316.519,22.56,6.512,AZ,1381.5
3408,35.042,-113.358,351.561,24.466,6.765,AZ,1424.1
3409,35.042,-113.325,359.654,24.954,6.94,AZ,1529.8
3410,35.042,-113.258,318.892,22.719,6.736,AZ,1601
3411,35.042,-113.242,326.62,23.377,6.845,AZ,1629.5
3412,35.042,-113.225,311.006,22.722,6.781,AZ,1653.1
3413,35.042,-113.008,323.291,23.794,7.005,AZ,1900.3
3414,35.042,-111.325,667.89,33.902,8.212,AZ,1999.9
3415,35.042,-111.308,647.825,32.879,8.042,AZ,1963.9
3416,35.042,-111.292,647.24,32.243,7.981,AZ,1935.5
3417,35.042,-111.275,615.186,31.015,7.815,AZ,1914.8
3418,35.042,-111.258,586.953,30.018,7.682,AZ,1897.7
3419,35.042,-111.242,555.686,29.128,7.548,AZ,1881.3
3420,35.042,-105.625,637.149,37.885,8.93,NM,2105.7
3421,35.042,-105.608,643.506,37.749,8.892,NM,2076.9
3422,35.042,-105.592,687.319,38.833,9.02,NM,2043
3423,35.042,-105.575,666.453,37.981,8.884,NM,2011.9
3424,35.042,-105.558,686.72,38.544,8.95,NM,1986.4
3425,35.042,-105.542,652.459,37.471,8.795,NM,1967.5
3426,35.042,-105.525,655.266,37.72,8.828,NM,1957.1
3427,35.042,-105.508,637.061,37.395,8.774,NM,1950.7
3428,35.042,-105.492,632.515,37.45,8.772,NM,1943.1
3429,35.042,-105.475,628.35,37.414,8.759,NM,1933.8
3430,35.042,-105.458,629.525,37.442,8.758,NM,1923
3431,35.042,-105.442,629.067,37.4,8.752,NM,1915.1
3432,35.042,-105.425,621.94,37.105,8.712,NM,1909.1
3433,35.042,-105.408,630.757,37.321,8.747,NM,1903.9
3434,35.042,-105.392,628.479,37.243,8.731,NM,1897.4
3435,35.042,-105.375,639.99,37.633,8.779,NM,1891.5
3436,35.042,-105.358,641.75,37.723,8.778,NM,1884.4
3437,35.042,-105.342,651.117,38.018,8.806,NM,1874.5
3438,35.042,-105.325,657.077,38.189,8.814,NM,1856.9
3439,35.042,-105.308,651.898,37.95,8.775,NM,1841.3
3440,35.042,-105.292,657.438,38.054,8.788,NM,1828.6
3441,35.042,-105.275,649.213,37.685,8.743,NM,1819.2
3442,35.042,-105.258,642.719,37.42,8.719,NM,1813.7
3443,35.042,-105.242,641.203,37.444,8.724,NM,1811.5
3444,35.042,-105.225,621.742,36.781,8.641,NM,1808.1
3445,35.042,-105.208,631.825,37.142,8.684,NM,1801.9
3446,35.042,-105.192,616.368,36.547,8.598,NM,1792.2
3447,35.042,-105.175,625.41,36.695,8.613,NM,1777.2
3448,35.042,-105.158,627.202,36.528,8.587,NM,1760
3449,35.042,-105.142,628.202,36.283,8.554,NM,1742.5
3450,35.042,-105.125,623.283,35.94,8.508,NM,1730.1
3451,35.042,-105.108,619.21,35.634,8.464,NM,1715.5
3452,35.042,-105.092,622.078,35.522,8.446,NM,1697.8
3453,35.042,-105.075,610.633,34.966,8.355,NM,1677.1
3454,35.042,-105.058,625.056,35.213,8.384,NM,1655.7
3455,35.042,-104.975,557.624,33.455,8.221,NM,1673.7
3456,35.042,-104.942,546.139,33.626,8.25,NM,1684
3457,35.042,-104.158,695.179,42.273,9.022,NM,1458.2
3458,35.042,-104.142,723.275,42.549,9.056,NM,1441.2
3459,35.042,-104.125,769.075,43.185,9.163,NM,1419.9
3460,35.042,-104.108,765.278,42.479,9.084,NM,1406
3461,35.042,-104.092,807.456,42.914,9.204,NM,1401.7
3462,35.042,-104.075,775.486,41.691,9.063,NM,1397.8
3463,35.042,-104.058,734.503,40.47,8.897,NM,1391.5
3464,35.042,-104.042,692.935,39.301,8.722,NM,1385.2
3465,35.042,-103.358,711.226,42.32,9.052,NM,1275.1
3466,35.042,-103.342,686.997,41.498,8.941,NM,1267.5
3467,35.042,-103.325,694.666,41.663,8.969,NM,1260.7
3468,35.042,-103.308,671.649,40.862,8.861,NM,1253.5
3469,35.042,-103.292,679.13,41.096,8.888,NM,1244.4
3470,35.042,-101.258,405.006,30.588,7.789,TX,989.9
3471,35.042,-101.175,384.802,28.558,7.544,TX,926.1
3472,35.042,-101.158,389.799,28.922,7.574,TX,915.5
3473,35.058,-118.692,570.468,12.63,4.631,CA,741.9
3474,35.058,-118.642,669.48,18.681,5.9,CA,1259
3475,35.058,-118.392,580.121,33.355,8.049,CA,1414
3476,35.058,-118.375,620.266,35.789,8.271,CA,1334.8
3477,35.058,-118.342,628.53,37.027,8.336,CA,1216.6
3478,35.058,-118.325,614.816,36.671,8.275,CA,1171.5
3479,35.058,-118.308,671.63,38.066,8.473,CA,1128.1
3480,35.058,-118.292,703.064,38.222,8.516,CA,1080.3
3481,35.058,-118.275,734.846,38.079,8.532,CA,1030.1
3482,35.058,-118.258,821.751,38.994,8.726,CA,978.8
3483,35.058,-118.242,792.69,37.523,8.52,CA,934.2
3484,35.058,-118.225,848.112,37.933,8.626,CA,897
3485,35.058,-118.208,778.665,36.023,8.31,CA,868.1
3486,35.058,-118.192,826.855,36.562,8.409,CA,848.5
3487,35.058,-118.175,741.714,34.648,8.087,CA,838.5
3488,35.058,-118.158,721.668,34.063,7.983,CA,829.9
3489,35.058,-118.142,655.108,32.324,7.687,CA,821.5
3490,35.058,-118.125,639.264,31.69,7.567,CA,812.4
3491,35.058,-116.958,576.333,33.491,7.832,CA,1043.6
3492,35.058,-116.925,677.948,34.832,7.887,CA,921.8
3493,35.058,-116.908,684.837,34.398,7.714,CA,860.4
3494,35.058,-116.892,769.993,35.287,7.818,CA,803.8
3495,35.058,-116.875,782.497,34.708,7.67,CA,752.6
3496,35.058,-116.858,905.822,35.261,7.884,CA,709.1
3497,35.058,-116.842,894.066,33.779,7.678,CA,666.2
3498,35.058,-116.825,1045.17,33.665,7.898,CA,623
3499,35.058,-116.808,955.343,31.053,7.463,CA,579.1
3500,35.058,-116.792,1083.094,30.49,7.669,CA,549.3
3501,35.058,-116.775,903.888,28.254,7.173,CA,532.9
3502,35.058,-116.758,884.668,27.556,7.126,CA,527.3
3503,35.058,-116.742,761.69,26.397,6.862,CA,528.6
3504,35.058,-116.725,650.309,25.472,6.645,CA,532.6
3505,35.058,-116.708,612.475,25.447,6.624,CA,539.6
3506,35.058,-116.358,584.865,29.441,7.021,CA,566.3
3507,35.058,-116.342,637.784,30.456,7.113,CA,539.5
3508,35.058,-116.308,672.263,29.586,6.89,CA,423.8
3509,35.058,-116.292,694.428,28.94,6.812,CA,377.4
3510,35.058,-116.275,636.376,27.285,6.576,CA,360
3511,35.058,-114.542,453.276,27.157,6.69,AZ,355.3
3512,35.058,-113.258,320.649,22.981,6.79,AZ,1606.5
3513,35.058,-111.275,586.347,30.005,7.672,AZ,1893.8
3514,35.058,-111.258,560.545,29.272,7.561,AZ,1876.5
3515,35.058,-111.242,533.296,28.631,7.45,AZ,1860.3
3516,35.058,-105.642,627.396,37.883,8.938,NM,2135.8
3517,35.058,-105.625,651.747,38.24,8.971,NM,2107.2
3518,35.058,-105.608,651.98,37.786,8.887,NM,2068.6
3519,35.058,-105.592,682.962,38.398,8.955,NM,2028.5
3520,35.058,-105.575,657.042,37.433,8.809,NM,2003.4
3521,35.058,-105.558,678.698,38.074,8.892,NM,1984.9
3522,35.058,-105.542,650.681,37.209,8.771,NM,1970.7
3523,35.058,-105.525,658.271,37.69,8.823,NM,1958.3
3524,35.058,-105.508,639.526,37.288,8.761,NM,1948.5
3525,35.058,-105.492,633.154,37.258,8.747,NM,1939.9
3526,35.058,-105.475,627.483,37.147,8.73,NM,1932.2
3527,35.058,-105.458,630.121,37.27,8.747,NM,1925.7
3528,35.058,-105.442,636.32,37.494,8.778,NM,1921.3
3529,35.058,-105.425,636.086,37.498,8.773,NM,1916.9
3530,35.058,-105.408,650.519,37.934,8.83,NM,1910.9
3531,35.058,-105.392,646.442,37.81,8.8,NM,1898.9
3532,35.058,-105.375,649.567,37.958,8.803,NM,1885.2
3533,35.058,-105.358,641.335,37.71,8.754,NM,1872
3534,35.058,-105.342,641.557,37.711,8.742,NM,1859.1
3535,35.058,-105.325,642.106,37.724,8.73,NM,1841.9
3536,35.058,-105.308,634.678,37.443,8.683,NM,1825.5
3537,35.058,-105.292,638.072,37.482,8.685,NM,1811.5
3538,35.058,-105.275,627.863,37.063,8.627,NM,1801.1
3539,35.058,-105.208,614.996,36.793,8.625,NM,1801.4
3540,35.058,-105.192,602.867,36.351,8.553,NM,1790.4
3541,35.058,-105.175,613.833,36.574,8.574,NM,1774.4
3542,35.058,-105.158,617.527,36.427,8.553,NM,1757.7
3543,35.058,-105.142,620.132,36.199,8.527,NM,1742.6
3544,35.058,-105.125,616.956,35.868,8.488,NM,1730.9
3545,35.058,-105.108,614.47,35.587,8.447,NM,1715.7
3546,35.058,-105.092,618.735,35.491,8.431,NM,1697.2
3547,35.058,-105.058,621.19,35.102,8.357,NM,1653.2
3548,35.058,-104.975,566.107,33.999,8.292,NM,1686.6
3549,35.058,-104.958,527.41,32.923,8.158,NM,1696.3
3550,35.058,-104.942,549.716,34.012,8.282,NM,1686.9
3551,35.058,-104.125,691.321,40.076,8.726,NM,1370.3
3552,35.058,-104.108,679.332,39.23,8.627,NM,1366.5
3553,35.058,-104.092,709.691,39.686,8.729,NM,1370.9
3554,35.058,-104.075,685.513,38.907,8.668,NM,1388.8
3555,35.058,-104.058,669.157,38.61,8.668,NM,1413.3
3556,35.058,-101.292,419.501,31.341,7.874,TX,994.1
3557,35.058,-101.275,430.522,32.148,7.963,TX,998.5
3558,35.058,-101.258,407.455,30.87,7.812,TX,990.4
3559,35.058,-101.175,385.52,28.865,7.562,TX,924.7
3560,35.075,-118.408,601.939,34.773,8.347,CA,1465.9
3561,35.075,-118.392,587.809,35.209,8.342,CA,1420.5
3562,35.075,-118.375,628.713,37.564,8.566,CA,1374.7
3563,35.075,-118.358,626.239,38.02,8.568,CA,1330.7
3564,35.075,-118.342,680.765,40.017,8.805,CA,1292.7
3565,35.075,-118.325,675.421,39.819,8.762,CA,1262.5
3566,35.075,-118.308,755.645,41.635,9.012,CA,1224
3567,35.075,-118.292,769.731,41.036,8.933,CA,1166.2
3568,35.075,-118.258,929.614,41.672,9.153,CA,1031.5
3569,35.075,-118.242,901.146,39.85,8.907,CA,975.6
3570,35.075,-118.225,1011.153,40.491,9.124,CA,929.1
3571,35.075,-118.208,919.698,38.171,8.731,CA,893.2
3572,35.075,-118.192,993.008,38.552,8.865,CA,869.4
3573,35.075,-118.175,879.273,36.43,8.478,CA,858.2
3574,35.075,-118.158,867.894,35.985,8.398,CA,848.2
3575,35.075,-118.142,782.031,34.147,8.053,CA,838.2
3576,35.075,-118.125,742.899,33.023,7.839,CA,826.9
3577,35.075,-118.108,669.51,31.393,7.538,CA,814.9
3578,35.075,-118.092,610.192,30.02,7.274,CA,803.5
3579,35.075,-116.958,660.186,35.034,8.088,CA,1103.2
3580,35.075,-116.942,693.419,34.703,7.915,CA,1003.8
3581,35.075,-116.908,865.398,35.78,7.991,CA,803.2
3582,35.075,-116.892,1066.553,37.098,8.372,CA,733.9
3583,35.075,-116.875,998.73,35.62,8.042,CA,682.3
3584,35.075,-116.858,1104.197,35.708,8.21,CA,641.2
3585,35.075,-116.842,1039.176,34.205,7.942,CA,604.8
3586,35.075,-116.825,1040.812,33.192,7.841,CA,572.7
3587,35.075,-116.808,949.327,31.278,7.506,CA,545.3
3588,35.075,-116.792,821.047,29.262,7.138,CA,530.5
3589,35.075,-116.775,720.674,27.646,6.864,CA,523.8
3590,35.075,-116.758,573.872,25.062,6.417,CA,523.4
3591,35.075,-116.308,637.499,27.712,6.638,CA,429.5
3592,35.075,-116.292,739.245,28.112,6.766,CA,364.4
3593,35.075,-116.275,645.62,26.27,6.475,CA,350.3
3594,35.075,-114.542,448.955,27.492,6.76,AZ,376.1
3595,35.075,-113.008,312.791,23.008,6.919,AZ,1844.9
3596,35.075,-111.258,535.482,28.766,7.46,AZ,1855.1
3597,35.075,-105.642,628.776,37.782,8.912,NM,2134.8
3598,35.075,-105.625,671.537,38.576,9.011,NM,2099.7
3599,35.075,-105.608,665.08,37.795,8.892,NM,2060.5
3600,35.075,-105.592,696.98,38.446,8.977,NM,2028.4
3601,35.075,-105.575,669.873,37.555,8.851,NM,2012.8
3602,35.075,-105.558,671.662,37.67,8.862,NM,2000.4
3603,35.075,-105.542,651.837,37.197,8.783,NM,1987.9
3604,35.075,-105.525,639.638,37.009,8.739,NM,1972.3
3605,35.075,-105.508,625.789,36.741,8.689,NM,1960.4
3606,35.075,-105.492,610.206,36.312,8.626,NM,1950.6
3607,35.075,-105.425,622.597,36.943,8.7,NM,1921.8
3608,35.075,-105.408,629.025,37.227,8.72,NM,1910.9
3609,35.075,-105.392,649.631,37.996,8.8,NM,1892.3
3610,35.075,-105.375,640.669,37.763,8.751,NM,1873.2
3611,35.075,-105.358,641.19,37.839,8.744,NM,1858.1
3612,35.075,-105.342,636.775,37.68,8.716,NM,1847.5
3613,35.075,-105.158,617.562,36.71,8.56,NM,1746.5
3614,35.075,-105.142,624.839,36.548,8.555,NM,1737.3
3615,35.075,-105.125,616.258,36.015,8.493,NM,1729.5
3616,35.075,-105.108,618.051,35.811,8.469,NM,1714.7
3617,35.075,-105.092,618.926,35.605,8.432,NM,1694.7
3618,35.075,-104.158,695.095,40.965,8.851,NM,1380
3619,35.075,-104.142,695.2,40.292,8.765,NM,1364.2
3620,35.075,-104.125,737.19,40.902,8.872,NM,1354
3621,35.075,-104.108,715.697,39.844,8.74,NM,1350.8
3622,35.075,-104.092,724.211,39.771,8.753,NM,1356.7
3623,35.075,-104.075,719.819,39.817,8.809,NM,1391
3624,35.075,-101.325,427.112,31.856,7.917,TX,998.4
3625,35.075,-101.308,432.162,32.17,7.961,TX,1002.4
3626,35.075,-101.292,414.344,31.22,7.865,TX,1005.6
3627,35.075,-101.275,424.577,31.96,7.939,TX,1005.5
3628,35.075,-101.258,416.601,31.469,7.875,TX,995.4
3629,35.075,-101.175,409.995,30.281,7.708,TX,921.3
3630,35.075,-101.158,418.358,30.71,7.752,TX,912.4
3631,35.075,-101.008,405.056,29.414,7.609,TX,872
3632,35.075,-100.992,401.738,29.173,7.583,TX,866.9
3633,35.075,-100.858,397.888,28.856,7.52,TX,819.9
